Accuracy,AUROC,Sensitivity,Specificity,PPV,NPV,F1-Score
0.8061889250814332,0.8320255887681159,0.8130434782608695,0.8020833333333334,0.7110266159695817,0.8774928774928775,0.7586206896551724
0.8159609120521173,0.8475883152173913,0.782608695652174,0.8359375,0.7407407407407407,0.8652291105121294,0.7610993657505285
0.8241042345276873,0.8437556612318841,0.808695652173913,0.8333333333333334,0.744,0.8791208791208791,0.775
0.8061889250814332,0.8385246829710146,0.8130434782608695,0.8020833333333334,0.7110266159695817,0.8774928774928775,0.7586206896551724
0.7687296416938111,0.8071105072463768,0.7739130434782608,0.765625,0.664179104477612,0.8497109826589595,0.714859437751004
0.8159609120521173,0.8349071557971015,0.808695652173913,0.8203125,0.7294117647058823,0.8774373259052924,0.7670103092783506
0.7964169381107492,0.8336956521739131,0.8043478260869565,0.7916666666666666,0.6981132075471698,0.8710601719197708,0.7474747474747475
0.7638436482084691,0.7964617300724639,0.7478260869565218,0.7734375,0.6640926640926641,0.8366197183098592,0.7034764826175869
0.8013029315960912,0.8243093297101451,0.7652173913043478,0.8229166666666666,0.7213114754098361,0.8540540540540541,0.7426160337552743
0.7980456026058632,0.8219542572463768,0.7521739130434782,0.8255208333333334,0.7208333333333333,0.8475935828877005,0.7361702127659574
0.8029315960912052,0.8337069746376811,0.7869565217391304,0.8125,0.7154150197628458,0.8642659279778393,0.7494824016563147
0.7801302931596091,0.8102977807971015,0.7347826086956522,0.8072916666666666,0.6954732510288066,0.8355795148247979,0.7145877378435518
0.8469055374592834,0.8698256340579711,0.8478260869565217,0.8463541666666666,0.7677165354330708,0.9027777777777778,0.8057851239669421
0.8192182410423453,0.8527740036231883,0.7869565217391304,0.8385416666666666,0.7448559670781894,0.8679245283018868,0.7653276955602537
0.8045602605863192,0.840234375,0.7956521739130434,0.8098958333333334,0.71484375,0.8687150837988827,0.7530864197530864
0.7899022801302932,0.8156193387681161,0.8043478260869565,0.78125,0.6877323420074349,0.8695652173913043,0.7414829659318637
0.8143322475570033,0.8465466485507247,0.808695652173913,0.8177083333333334,0.7265625,0.8770949720670391,0.7654320987654321
0.8224755700325733,0.8213201992753624,0.7782608695652173,0.8489583333333334,0.7552742616033755,0.8647214854111406,0.7665952890792291
0.8273615635179153,0.8571444746376811,0.8217391304347826,0.8307291666666666,0.7440944881889764,0.8861111111111111,0.78099173553719
0.8208469055374593,0.8429913949275362,0.8217391304347826,0.8203125,0.7325581395348837,0.8848314606741573,0.7745901639344263
0.8355048859934854,0.8691349637681158,0.8608695652173913,0.8203125,0.7415730337078652,0.9077809798270894,0.7967806841046278
0.7703583061889251,0.8149626358695652,0.8043478260869565,0.75,0.6583629893238434,0.8648648648648649,0.7240704500978473
0.7719869706840391,0.805859375,0.782608695652174,0.765625,0.6666666666666666,0.8546511627906976,0.72
0.7833876221498371,0.811129981884058,0.7782608695652173,0.7864583333333334,0.685823754789272,0.8555240793201133,0.7291242362525459
0.8322475570032574,0.852547554347826,0.8391304347826087,0.828125,0.7451737451737451,0.895774647887324,0.7893660531697342
0.8175895765472313,0.8501641757246376,0.8217391304347826,0.8151041666666666,0.7269230769230769,0.884180790960452,0.7714285714285715
0.7817589576547231,0.8279834692028984,0.808695652173913,0.765625,0.6739130434782609,0.8698224852071006,0.7351778656126482
0.7980456026058632,0.8202841938405797,0.7695652173913043,0.8151041666666666,0.7137096774193549,0.855191256830601,0.7405857740585774
0.8061889250814332,0.8303894927536231,0.7956521739130434,0.8125,0.7176470588235294,0.8690807799442897,0.7546391752577319
0.8241042345276873,0.8511039402173913,0.8260869565217391,0.8229166666666666,0.7364341085271318,0.8876404494382022,0.7786885245901639
0.8143322475570033,0.8518908514492755,0.8347826086956521,0.8020833333333334,0.7164179104477612,0.8901734104046243,0.7710843373493976
0.7801302931596091,0.8133491847826088,0.7956521739130434,0.7708333333333334,0.6752767527675276,0.8629737609329446,0.7305389221556886
0.8061889250814332,0.8102638134057971,0.7782608695652173,0.8229166666666666,0.7246963562753036,0.8610354223433242,0.750524109014675
0.8078175895765473,0.8435688405797102,0.7956521739130434,0.8151041666666666,0.7204724409448819,0.8694444444444445,0.756198347107438
0.7964169381107492,0.8122509057971016,0.7869565217391304,0.8020833333333334,0.7042801556420234,0.8627450980392157,0.7433264887063655
0.7980456026058632,0.842793251811594,0.8043478260869565,0.7942708333333334,0.7007575757575758,0.8714285714285714,0.7489878542510121
0.8208469055374593,0.855072463768116,0.8130434782608695,0.8255208333333334,0.7362204724409449,0.8805555555555555,0.7727272727272727
0.7817589576547231,0.8204483695652174,0.8043478260869565,0.7682291666666666,0.6751824817518248,0.8676470588235294,0.7341269841269841
0.8013029315960912,0.8306499094202899,0.7956521739130434,0.8046875,0.7093023255813954,0.8679775280898876,0.75
0.7996742671009772,0.8351788949275362,0.8173913043478261,0.7890625,0.6988847583643123,0.8782608695652174,0.7535070140280561
0.8013029315960912,0.8198652626811593,0.7739130434782608,0.8177083333333334,0.717741935483871,0.8579234972677595,0.7447698744769874
0.8029315960912052,0.8551007699275363,0.8260869565217391,0.7890625,0.7011070110701108,0.8833819241982507,0.7584830339321357
0.7964169381107492,0.8282325634057971,0.7608695652173914,0.8177083333333334,0.7142857142857143,0.8509485094850948,0.7368421052631579
0.8127035830618893,0.8506736865942028,0.7913043478260869,0.8255208333333334,0.7309236947791165,0.8684931506849315,0.7599164926931107
0.7980456026058632,0.8184669384057972,0.8,0.796875,0.7022900763358778,0.8693181818181818,0.7479674796747967
0.7801302931596091,0.8146399456521739,0.7695652173913043,0.7864583333333334,0.6833976833976834,0.8507042253521127,0.7239263803680982
0.8061889250814332,0.8441406250000001,0.782608695652174,0.8203125,0.7228915662650602,0.863013698630137,0.7515657620041754
0.7736156351791531,0.8067028985507247,0.7521739130434782,0.7864583333333334,0.6784313725490196,0.841225626740947,0.7134020618556701
0.8208469055374593,0.8512398097826086,0.8347826086956521,0.8125,0.7272727272727273,0.8914285714285715,0.7773279352226721
0.8094462540716613,0.8314141757246376,0.7652173913043478,0.8359375,0.7364016736401674,0.856,0.7505330490405118
0.7996742671009772,0.8381567028985507,0.8217391304347826,0.7864583333333334,0.6974169741697417,0.880466472303207,0.7544910179640718
0.8143322475570033,0.8456861413043479,0.8,0.8229166666666666,0.7301587301587301,0.8729281767955801,0.7634854771784232
0.8110749185667753,0.8379132699275362,0.8217391304347826,0.8046875,0.7159090909090909,0.8828571428571429,0.7651821862348178
0.7817589576547231,0.818076313405797,0.7782608695652173,0.7838541666666666,0.683206106870229,0.8551136363636364,0.7276422764227642
0.8273615635179153,0.847956295289855,0.8173913043478261,0.8333333333333334,0.746031746031746,0.8839779005524862,0.7800829875518672
0.8013029315960912,0.8421648550724639,0.8217391304347826,0.7890625,0.7,0.8808139534883721,0.756
0.8045602605863192,0.8367017663043479,0.7782608695652173,0.8203125,0.7217741935483871,0.860655737704918,0.7489539748953975
0.8110749185667753,0.8413666213768116,0.808695652173913,0.8125,0.7209302325581395,0.8764044943820225,0.7622950819672131
0.8013029315960912,0.8470901268115942,0.8304347826086956,0.7838541666666666,0.6970802919708029,0.8852941176470588,0.7579365079365079
0.8094462540716613,0.8424026268115943,0.8,0.8151041666666666,0.7215686274509804,0.871866295264624,0.7587628865979381
0.8127035830618893,0.8384284420289856,0.7782608695652173,0.8333333333333334,0.7366255144032922,0.862533692722372,0.7568710359408034
0.8159609120521173,0.8427309782608695,0.8478260869565217,0.796875,0.7142857142857143,0.8973607038123167,0.7753479125248509
0.8078175895765473,0.8416383605072463,0.7869565217391304,0.8203125,0.724,0.8653846153846154,0.7541666666666667
0.8159609120521173,0.8369621829710145,0.8217391304347826,0.8125,0.7241379310344828,0.8838526912181303,0.769857433808554
0.7964169381107492,0.821388134057971,0.7956521739130434,0.796875,0.7011494252873564,0.8668555240793201,0.745417515274949
0.8110749185667753,0.840132472826087,0.8,0.8177083333333334,0.7244094488188977,0.8722222222222222,0.7603305785123967
0.8094462540716613,0.8481997282608695,0.808695652173913,0.8098958333333334,0.7181467181467182,0.8760563380281691,0.7607361963190185
0.8094462540716613,0.8459635416666667,0.808695652173913,0.8098958333333334,0.7181467181467182,0.8760563380281691,0.7607361963190185
0.8175895765472313,0.8513247282608697,0.8173913043478261,0.8177083333333334,0.7286821705426356,0.8820224719101124,0.7704918032786885
0.7801302931596091,0.8183197463768116,0.7695652173913043,0.7864583333333334,0.6833976833976834,0.8507042253521127,0.7239263803680982
0.8013029315960912,0.8384171195652174,0.7608695652173914,0.8255208333333334,0.7231404958677686,0.8521505376344086,0.7415254237288136
0.8208469055374593,0.862115036231884,0.8173913043478261,0.8229166666666666,0.734375,0.88268156424581,0.7736625514403292
0.8273615635179153,0.8408514492753623,0.7869565217391304,0.8515625,0.7605042016806722,0.8696808510638298,0.7735042735042735
0.8094462540716613,0.841898777173913,0.8347826086956521,0.7942708333333334,0.7084870848708487,0.8892128279883382,0.7664670658682635
0.8273615635179153,0.8511435688405796,0.8,0.84375,0.7540983606557377,0.8756756756756757,0.7763713080168776
0.7866449511400652,0.8127717391304349,0.7782608695652173,0.7916666666666666,0.6911196911196911,0.856338028169014,0.7321063394683026
0.7899022801302932,0.8286005434782608,0.8,0.7838541666666666,0.6891385767790262,0.8674351585014409,0.7404426559356136
0.8224755700325733,0.8432178442028986,0.8043478260869565,0.8333333333333334,0.7429718875502008,0.8767123287671232,0.7724425887265136
0.8094462540716613,0.8597599637681159,0.8304347826086956,0.796875,0.7100371747211895,0.8869565217391304,0.7655310621242485
0.8192182410423453,0.8546761775362317,0.8391304347826087,0.8072916666666666,0.7228464419475655,0.8933717579250721,0.7766599597585513
0.7899022801302932,0.8298290307971016,0.7869565217391304,0.7916666666666666,0.6934865900383141,0.8611898016997167,0.7372708757637475
0.7736156351791531,0.8067425271739131,0.7869565217391304,0.765625,0.6678966789667896,0.8571428571428571,0.7225548902195609
0.8110749185667753,0.8463032155797101,0.8173913043478261,0.8072916666666666,0.7175572519083969,0.8806818181818182,0.7642276422764228
0.7866449511400652,0.8177366394927537,0.8,0.7786458333333334,0.6840148698884758,0.8666666666666667,0.7374749498997996
0.8110749185667753,0.8193048007246377,0.8130434782608695,0.8098958333333334,0.7192307692307692,0.8785310734463276,0.763265306122449
0.8127035830618893,0.8485620471014492,0.8434782608695652,0.7942708333333334,0.7106227106227107,0.8944281524926686,0.7713717693836978
0.8127035830618893,0.8454766757246377,0.782608695652174,0.8307291666666666,0.7346938775510204,0.8644986449864499,0.7578947368421053
0.7996742671009772,0.8366621376811595,0.8347826086956521,0.7786458333333334,0.6931407942238267,0.887240356083086,0.757396449704142
0.7850162866449512,0.8177196557971014,0.7869565217391304,0.7838541666666666,0.6856060606060606,0.86,0.7327935222672065
0.8078175895765473,0.833876811594203,0.8043478260869565,0.8098958333333334,0.7170542635658915,0.8735955056179775,0.7581967213114754
0.8061889250814332,0.8227241847826087,0.7913043478260869,0.8151041666666666,0.7193675889328063,0.8670360110803325,0.7536231884057971
0.8127035830618893,0.8443161231884058,0.8,0.8203125,0.7272727272727273,0.8725761772853186,0.7619047619047619
0.8208469055374593,0.8521286231884058,0.8391304347826087,0.8098958333333334,0.7255639097744361,0.8936781609195402,0.7782258064516129
0.7768729641693811,0.8031533061594203,0.7782608695652173,0.7760416666666666,0.6754716981132075,0.8538681948424068,0.7232323232323232
0.8078175895765473,0.832523777173913,0.8173913043478261,0.8020833333333334,0.7121212121212122,0.88,0.7611336032388664
0.7996742671009772,0.8297894021739131,0.7782608695652173,0.8125,0.7131474103585658,0.859504132231405,0.7442827442827443
0.7980456026058632,0.819344429347826,0.7695652173913043,0.8151041666666666,0.7137096774193549,0.855191256830601,0.7405857740585774
0.7687296416938111,0.8028985507246377,0.7478260869565218,0.78125,0.671875,0.8379888268156425,0.7078189300411523
0.7980456026058632,0.8140058876811594,0.7652173913043478,0.8177083333333334,0.7154471544715447,0.8532608695652174,0.7394957983193278
0.7964169381107492,0.8271342844202899,0.8260869565217391,0.7786458333333334,0.6909090909090909,0.8820058997050148,0.7524752475247525
0.8029315960912052,0.8320991847826087,0.7869565217391304,0.8125,0.7154150197628458,0.8642659279778393,0.7494824016563147
0.8175895765472313,0.8467221467391304,0.8217391304347826,0.8151041666666666,0.7269230769230769,0.884180790960452,0.7714285714285715
0.8289902280130294,0.8556725543478261,0.808695652173913,0.8411458333333334,0.7530364372469636,0.8801089918256131,0.779874213836478
0.8143322475570033,0.8431442481884058,0.8260869565217391,0.8072916666666666,0.7196969696969697,0.8857142857142857,0.7692307692307693
0.8224755700325733,0.8611469655797102,0.7782608695652173,0.8489583333333334,0.7552742616033755,0.8647214854111406,0.7665952890792291
0.8061889250814332,0.8363281250000001,0.7695652173913043,0.828125,0.7283950617283951,0.8571428571428571,0.7484143763213531
0.8289902280130294,0.8666779891304348,0.8478260869565217,0.8177083333333334,0.7358490566037735,0.8997134670487106,0.7878787878787878
0.8175895765472313,0.8458559782608697,0.8347826086956521,0.8072916666666666,0.7218045112781954,0.8908045977011494,0.7741935483870968
0.8322475570032574,0.8665987318840579,0.8217391304347826,0.8385416666666666,0.7529880478087649,0.8870523415977961,0.7858627858627859
0.7850162866449512,0.8136435688405798,0.7695652173913043,0.7942708333333334,0.69140625,0.8519553072625698,0.7283950617283951
0.7915309446254072,0.8253283514492754,0.7608695652173914,0.8098958333333334,0.7056451612903226,0.8497267759562842,0.7322175732217573
0.8110749185667753,0.8347769474637681,0.8260869565217391,0.8020833333333334,0.7142857142857143,0.8850574712643678,0.7661290322580645
0.8078175895765473,0.8451879528985506,0.8,0.8125,0.71875,0.8715083798882681,0.757201646090535
0.7882736156351792,0.8376585144927537,0.7608695652173914,0.8046875,0.7,0.8489010989010989,0.7291666666666666
0.8061889250814332,0.8319350090579709,0.7608695652173914,0.8333333333333334,0.7322175732217573,0.8533333333333334,0.746268656716418
0.7850162866449512,0.8192538496376811,0.7782608695652173,0.7890625,0.6884615384615385,0.8559322033898306,0.7306122448979592
0.8061889250814332,0.8453917572463767,0.8695652173913043,0.7682291666666666,0.6920415224913494,0.9076923076923077,0.7707129094412332
0.8045602605863192,0.8435461956521738,0.7956521739130434,0.8098958333333334,0.71484375,0.8687150837988827,0.7530864197530864
0.7980456026058632,0.8181046195652174,0.8260869565217391,0.78125,0.6934306569343066,0.8823529411764706,0.753968253968254
0.8159609120521173,0.8506510416666667,0.8043478260869565,0.8229166666666666,0.7312252964426877,0.8753462603878116,0.7660455486542443
0.8078175895765473,0.8409759963768115,0.8217391304347826,0.7994791666666666,0.7105263157894737,0.882183908045977,0.7620967741935484
0.7996742671009772,0.8344316123188407,0.7782608695652173,0.8125,0.7131474103585658,0.859504132231405,0.7442827442827443
0.7817589576547231,0.8207880434782608,0.7782608695652173,0.7838541666666666,0.683206106870229,0.8551136363636364,0.7276422764227642
0.7996742671009772,0.8294553894927538,0.7782608695652173,0.8125,0.7131474103585658,0.859504132231405,0.7442827442827443
0.7899022801302932,0.8206182065217391,0.8260869565217391,0.7682291666666666,0.6810035842293907,0.8805970149253731,0.7465618860510805
0.7947882736156352,0.8341315670289855,0.7869565217391304,0.7994791666666666,0.7015503875968992,0.8623595505617978,0.7418032786885246
0.8159609120521173,0.8506000905797102,0.8173913043478261,0.8151041666666666,0.7258687258687259,0.8816901408450705,0.7689161554192229
0.8094462540716613,0.8443557518115943,0.782608695652174,0.8255208333333334,0.728744939271255,0.8637602179836512,0.7547169811320755
0.8013029315960912,0.8300328351449273,0.808695652173913,0.796875,0.7045454545454546,0.8742857142857143,0.7530364372469636
0.8208469055374593,0.8492357336956522,0.7913043478260869,0.8385416666666666,0.7459016393442623,0.8702702702702703,0.7679324894514767
0.7964169381107492,0.817283740942029,0.7869565217391304,0.8020833333333334,0.7042801556420234,0.8627450980392157,0.7433264887063655
0.8175895765472313,0.8445142663043477,0.7913043478260869,0.8333333333333334,0.7398373983739838,0.8695652173913043,0.7647058823529411
0.7931596091205212,0.8328974184782608,0.7956521739130434,0.7916666666666666,0.6958174904942965,0.8660968660968661,0.742393509127789
0.8029315960912052,0.8403079710144928,0.8043478260869565,0.8020833333333334,0.7088122605363985,0.8725212464589235,0.7535641547861507
0.8045602605863192,0.8442651721014492,0.8130434782608695,0.7994791666666666,0.7083333333333334,0.8771428571428571,0.757085020242915
0.8143322475570033,0.8560235507246375,0.8347826086956521,0.8020833333333334,0.7164179104477612,0.8901734104046243,0.7710843373493976
0.7850162866449512,0.8300441576086957,0.8347826086956521,0.7552083333333334,0.6713286713286714,0.8841463414634146,0.7441860465116279
0.7882736156351792,0.8182744565217391,0.7869565217391304,0.7890625,0.6908396946564885,0.8607954545454546,0.7357723577235772
0.8127035830618893,0.8338315217391306,0.7869565217391304,0.828125,0.7327935222672065,0.8664850136239782,0.7589098532494759
0.7833876221498371,0.8234771286231886,0.7869565217391304,0.78125,0.6830188679245283,0.8595988538681948,0.7313131313131314
0.8143322475570033,0.8453238224637681,0.8173913043478261,0.8125,0.7230769230769231,0.8813559322033898,0.7673469387755102
0.7931596091205212,0.8304404438405799,0.7956521739130434,0.7916666666666666,0.6958174904942965,0.8660968660968661,0.742393509127789
0.7785016286644951,0.8126585144927536,0.7695652173913043,0.7838541666666666,0.6807692307692308,0.8502824858757062,0.7224489795918367
0.8208469055374593,0.8547271286231883,0.8304347826086956,0.8151041666666666,0.7290076335877863,0.8892045454545454,0.7764227642276422
0.8094462540716613,0.8561480978260868,0.7956521739130434,0.8177083333333334,0.7233201581027668,0.8698060941828255,0.7577639751552795
0.8013029315960912,0.8350826539855072,0.7956521739130434,0.8046875,0.7093023255813954,0.8679775280898876,0.75
0.8127035830618893,0.8543591485507247,0.8304347826086956,0.8020833333333334,0.7153558052434457,0.8876080691642652,0.7686116700201208
0.7752442996742671,0.8008944746376813,0.7739130434782608,0.7760416666666666,0.6742424242424242,0.8514285714285714,0.7206477732793523
