Name,Agent,State,Notes,User,Tags,Created,Runtime,Sweep,AU,C,MP,config_file,draw_plots_flag,external_set,feature_selection,learning_rate,max_depth,max_iter,max_leaf_nodes,method,metric.goal,metric.name,model_name,name,num_configs,num_features,num_fold,num_folds,oversampling,parameters.C.distribution,parameters.C.max,parameters.C.min,parameters.config_file.distribution,parameters.config_files,parameters.external_set.distribution,parameters.external_sets,parameters.learning_rate.distribution,parameters.learning_rate.max,parameters.learning_rate.min,parameters.max_depth.distribution,parameters.max_depth.max,parameters.max_depth.min,parameters.max_iter.distribution,parameters.max_iter.max,parameters.max_iter.min,parameters.max_leaf_nodes.distribution,parameters.max_leaf_nodes.max,parameters.max_leaf_nodes.min,parameters.model_name.distribution,parameters.model_names,parameters.name.distribution,parameters.names,parameters.num_configs.distribution,parameters.num_configs.max,parameters.num_configs.min,parameters.num_features.distribution,parameters.num_features.max,parameters.num_features.min,parameters.num_folds.distribution,parameters.num_foldss,parameters.penalty.distribution,parameters.penaltys,parameters.random_state.distribution,parameters.random_state.max,parameters.random_state.min,parameters.solver.distribution,parameters.solvers,parameters.sorting_metric.distribution,parameters.sorting_metrics,parameters.tol.distribution,parameters.tol.max,parameters.tol.min,penalty,program,random_state,scaler,solver,sorting_metric,store_predictions,tol,Accuracy,F1 Score (Non PD),F1 Score (PD),Model Name,NPV,Precision/PPV,ROC AUC,Recall/Sensitivity,Specificity
vivid-sweep-9666,,finished,-,,,2024-12-07T09:47:16.000Z,32,rdkgmyly,,,,,,superPARK,,0.0183092848570692,41,,5,,,,HistGradientBoosting,,,40,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917,,,pvalue,,,75.28,79.42,69.06,HistGradientBoosting,81.69,66.28,83.7,72.08,77.26
dainty-sweep-13468,,finished,-,,,2024-12-07T14:00:55.000Z,27,rdkgmyly,,,,,,superPARK,,0.029048968869037,84,,6,,,,HistGradientBoosting,,,37,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2891,,,pvalue,,,75.28,79.31,69.31,HistGradientBoosting,82.04,66.04,83.7,72.92,76.74
hardy-sweep-4667,,finished,-,,,2024-12-07T04:17:20.000Z,55,rdkgmyly,,,,,,superPARK,,0.0180693841665356,29,,6,,,,HistGradientBoosting,,,36,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3806,,,pvalue,,,75.28,79.19,69.55,HistGradientBoosting,82.4,65.8,83.64,73.75,76.23
youthful-sweep-8943,,finished,-,,,2024-12-07T08:58:31.000Z,42,rdkgmyly,,,,,,superPARK,,0.0190927511631426,48,,6,,,,HistGradientBoosting,,,34,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5670,,,pvalue,,,75.6,79.41,70.06,HistGradientBoosting,82.87,66.05,83.61,74.58,76.23
astral-sweep-9036,,finished,-,,,2024-12-07T09:04:57.000Z,46,rdkgmyly,,,,,,superPARK,,0.0166057508892356,52,,5,,,,HistGradientBoosting,,,35,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7217,,,pvalue,,,75.44,79.3,69.8,HistGradientBoosting,82.63,65.93,83.59,74.17,76.23
resilient-sweep-13803,,finished,-,,,2024-12-07T14:23:18.000Z,41,rdkgmyly,,,,,,superPARK,,0.0224923699164003,79,,7,,,,HistGradientBoosting,,,39,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3952,,,pvalue,,,74.96,78.81,69.4,HistGradientBoosting,82.49,65.2,83.56,74.17,75.45
likely-sweep-12731,,finished,-,,,2024-12-07T13:10:46.000Z,35,rdkgmyly,,,,,,superPARK,,0.0194137167290894,89,,6,,,,HistGradientBoosting,,,39,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5434,,,pvalue,,,75.44,79.19,70.04,HistGradientBoosting,83.0,65.69,83.55,75.0,75.71
gallant-sweep-1285,,finished,-,,,2024-12-07T00:13:26.000Z,36,rdkgmyly,,,,,,superPARK,,0.0236919841400526,36,,5,,,,HistGradientBoosting,,,28,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7974,,,pvalue,,,75.28,79.25,69.43,HistGradientBoosting,82.22,65.92,83.51,73.33,76.49
whole-sweep-1585,,finished,-,,,2024-12-07T00:36:12.000Z,22,rdkgmyly,,,,,,superPARK,,0.0269449272920944,41,,5,,,,HistGradientBoosting,,,30,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7049,,,pvalue,,,75.12,79.2,69.05,HistGradientBoosting,81.82,65.91,83.49,72.5,76.74
fresh-sweep-5402,,finished,-,,,2024-12-07T05:05:47.000Z,27,rdkgmyly,,,,,,superPARK,,0.0181460290105779,52,,8,,,,HistGradientBoosting,,,40,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5632,,,pvalue,,,74.8,78.71,69.14,HistGradientBoosting,82.25,65.07,83.48,73.75,75.45
curious-sweep-10443,,finished,-,,,2024-12-07T10:39:10.000Z,31,rdkgmyly,,,,,,superPARK,,0.0286222095039409,40,,6,,,,HistGradientBoosting,,,39,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4048,,,pvalue,,,75.28,79.31,69.31,HistGradientBoosting,82.04,66.04,83.42,72.92,76.74
denim-sweep-9945,,finished,-,,,2024-12-07T10:06:43.000Z,43,rdkgmyly,,,,,,superPARK,,0.0173405791335456,54,,6,,,,HistGradientBoosting,,,33,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3868,,,pvalue,,,75.44,79.68,68.95,HistGradientBoosting,81.4,66.8,83.42,71.25,78.04
sandy-sweep-1707,,finished,-,,,2024-12-07T00:44:42.000Z,32,rdkgmyly,,,,,,superPARK,,0.0233320341724306,84,,5,,,,HistGradientBoosting,,,40,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6054,,,pvalue,,,75.6,79.41,70.06,HistGradientBoosting,82.87,66.05,83.41,74.58,76.23
kind-sweep-6997,,finished,-,,,2024-12-07T06:50:32.000Z,21,rdkgmyly,,,,,,superPARK,,0.0179688376806988,60,,5,,,,HistGradientBoosting,,,33,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5907,,,pvalue,,,75.44,79.3,69.8,HistGradientBoosting,82.63,65.93,83.41,74.17,76.23
icy-sweep-10366,,finished,-,,,2024-12-07T10:34:06.000Z,50,rdkgmyly,,,,,,superPARK,,0.0145400041635822,32,,5,,,,HistGradientBoosting,,,27,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3624,,,pvalue,,,75.44,79.68,68.95,HistGradientBoosting,81.4,66.8,83.4,71.25,78.04
gallant-sweep-4721,,finished,-,,,2024-12-07T04:20:48.000Z,44,rdkgmyly,,,,,,superPARK,,0.0137087405263007,34,,7,,,,HistGradientBoosting,,,32,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604,,,pvalue,,,75.28,79.31,69.31,HistGradientBoosting,82.04,66.04,83.4,72.92,76.74
happy-sweep-7748,,finished,-,,,2024-12-07T07:40:31.000Z,27,rdkgmyly,,,,,,superPARK,,0.0231358780172328,22,,11,,,,HistGradientBoosting,,,39,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7346,,,coeff,,,74.48,78.44,68.75,HistGradientBoosting,81.97,64.71,83.38,73.33,75.19
ancient-sweep-5089,,finished,-,,,2024-12-07T04:45:27.000Z,37,rdkgmyly,,,,,,superPARK,,0.0538782756103962,84,,5,,,,HistGradientBoosting,,,30,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7080,,,pvalue,,,76.87,80.54,71.51,HistGradientBoosting,83.8,67.66,83.36,75.83,77.52
charmed-sweep-13109,,finished,-,,,2024-12-07T13:35:52.000Z,62,rdkgmyly,,,,,,superPARK,,0.0123382204836862,50,,14,,,,HistGradientBoosting,,,38,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,,pvalue,,,75.6,79.57,69.7,HistGradientBoosting,82.32,66.42,83.35,73.33,77.0
noble-sweep-5509,,finished,-,,,2024-12-07T05:12:27.000Z,46,rdkgmyly,,,,,,superPARK,,0.0231204796087272,20,,5,,,,HistGradientBoosting,,,35,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7921,,,pvalue,,,74.48,78.72,68.13,HistGradientBoosting,81.1,65.27,83.33,71.25,76.49
true-sweep-9711,,finished,-,,,2024-12-07T09:50:32.000Z,54,rdkgmyly,,,,,,superPARK,,0.0194618438885198,62,,11,,,,HistGradientBoosting,,,38,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5224,,,pvalue,,,75.44,79.47,69.44,HistGradientBoosting,82.09,66.29,83.32,72.92,77.0
driven-sweep-9744,,finished,-,,,2024-12-07T09:52:22.000Z,35,rdkgmyly,,,,,,superPARK,,0.0316265007368175,42,,5,,,,HistGradientBoosting,,,35,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4018,,,pvalue,,,75.6,79.46,69.94,HistGradientBoosting,82.68,66.17,83.31,74.17,76.49
avid-sweep-7140,,finished,-,,,2024-12-07T07:00:46.000Z,36,rdkgmyly,,,,,,superPARK,,0.0208774138596536,62,,5,,,,HistGradientBoosting,,,39,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2979,,,pvalue,,,74.48,78.49,68.63,HistGradientBoosting,81.79,64.81,83.31,72.92,75.45
blooming-sweep-7772,,finished,-,,,2024-12-07T07:41:50.000Z,33,rdkgmyly,,,,,,superPARK,,0.0140186687792859,43,,6,,,,HistGradientBoosting,,,33,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6048,,,pvalue,,,74.64,78.71,68.64,HistGradientBoosting,81.67,65.17,83.3,72.5,75.97
electric-sweep-12423,,finished,-,,,2024-12-07T12:50:44.000Z,33,rdkgmyly,,,,,,superPARK,,0.0274900558048552,12,,5,,,,HistGradientBoosting,,,38,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5164,,,pvalue,,,75.28,79.31,69.31,HistGradientBoosting,82.04,66.04,83.3,72.92,76.74
sweet-sweep-5491,,finished,-,,,2024-12-07T05:11:29.000Z,46,rdkgmyly,,,,,,superPARK,,0.0124143106824211,85,,5,,,,HistGradientBoosting,,,42,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4428,,,pvalue,,,74.8,78.93,68.65,HistGradientBoosting,81.54,65.53,83.29,72.08,76.49
atomic-sweep-6684,,finished,-,,,2024-12-07T06:29:26.000Z,56,rdkgmyly,,,,,,superPARK,,0.0247607674806849,12,,9,,,,HistGradientBoosting,,,34,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6902,,,pvalue,,,74.96,78.87,69.28,HistGradientBoosting,82.3,65.31,83.27,73.75,75.71
likely-sweep-7424,,finished,-,,,2024-12-07T07:19:07.000Z,32,rdkgmyly,,,,,,superPARK,,0.0149004003987775,84,,5,,,,HistGradientBoosting,,,37,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279,,,pvalue,,,74.0,78.64,66.8,HistGradientBoosting,79.79,65.34,83.26,68.33,77.52
glad-sweep-4142,,finished,-,,,2024-12-07T03:43:45.000Z,46,rdkgmyly,,,,,,superPARK,,0.0160463014935428,40,,5,,,,HistGradientBoosting,,,29,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,,,pvalue,,,75.44,79.47,69.44,HistGradientBoosting,82.09,66.29,83.24,72.92,77.0
light-sweep-12341,,finished,-,,,2024-12-07T12:45:29.000Z,35,rdkgmyly,,,,,,superPARK,,0.0207546323207937,67,,6,,,,HistGradientBoosting,,,34,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6504,,,pvalue,,,74.48,78.84,67.87,HistGradientBoosting,80.76,65.5,83.23,70.42,77.0
resilient-sweep-1817,,finished,-,,,2024-12-07T00:52:24.000Z,33,rdkgmyly,,,,,,superPARK,,0.0276580154790839,58,,5,,,,HistGradientBoosting,,,37,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7928,,,pvalue,,,75.12,79.14,69.17,HistGradientBoosting,81.99,65.79,83.22,72.92,76.49
major-sweep-2004,,finished,-,,,2024-12-07T01:06:09.000Z,40,rdkgmyly,,,,,,superPARK,,0.0206059806839047,40,,6,,,,HistGradientBoosting,,,39,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7739,,,pvalue,,,74.48,78.44,68.75,HistGradientBoosting,81.97,64.71,83.21,73.33,75.19
fluent-sweep-9258,,finished,-,,,2024-12-07T09:19:54.000Z,36,rdkgmyly,,,,,,superPARK,,0.012957710693062,64,,6,,,,HistGradientBoosting,,,37,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883,,,pvalue,,,74.96,79.21,68.54,HistGradientBoosting,81.25,66.02,83.21,71.25,77.26
expert-sweep-6631,,finished,-,,,2024-12-07T06:25:42.000Z,25,rdkgmyly,,,,,,superPARK,,0.0128593006683879,18,,6,,,,HistGradientBoosting,,,33,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3966,,,pvalue,,,75.92,79.79,70.22,HistGradientBoosting,82.78,66.67,83.21,74.17,77.0
hearty-sweep-2137,,finished,-,,,2024-12-07T01:15:28.000Z,55,rdkgmyly,,,,,,superPARK,,0.0333541258741956,26,,8,,,,HistGradientBoosting,,,42,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6247,,,pvalue,,,75.6,79.63,69.58,HistGradientBoosting,82.14,66.54,83.18,72.92,77.26
glamorous-sweep-2770,,finished,-,,,2024-12-07T02:02:24.000Z,40,rdkgmyly,,,,,,superPARK,,0.0247145700057785,65,,7,,,,HistGradientBoosting,,,30,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4625,,,pvalue,,,75.28,79.08,69.79,HistGradientBoosting,82.77,65.57,83.15,74.58,75.71
grateful-sweep-12898,,finished,-,,,2024-12-07T13:21:35.000Z,46,rdkgmyly,,,,,,superPARK,,0.0231515745166574,25,,6,,,,HistGradientBoosting,,,36,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2433,,,pvalue,,,75.28,79.36,69.18,HistGradientBoosting,81.87,66.16,83.15,72.5,77.0
hardy-sweep-13847,,finished,-,,,2024-12-07T14:26:15.000Z,34,rdkgmyly,,,,,,superPARK,,0.0189887596761886,24,,6,,,,HistGradientBoosting,,,34,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7385,,,pvalue,,,75.28,79.31,69.31,HistGradientBoosting,82.04,66.04,83.14,72.92,76.74
silver-sweep-6198,,finished,-,,,2024-12-07T05:57:20.000Z,29,rdkgmyly,,,,,,superPARK,,0.0252795509016861,81,,5,,,,HistGradientBoosting,,,42,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3255,,,pvalue,,,75.44,79.25,69.92,HistGradientBoosting,82.82,65.81,83.13,74.58,75.97
effortless-sweep-11240,,finished,-,,,2024-12-07T11:32:22.000Z,41,rdkgmyly,,,,,,superPARK,,0.0215970957920128,13,,9,,,,HistGradientBoosting,,,32,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7891,,,pvalue,,,75.6,79.24,70.41,HistGradientBoosting,83.43,65.7,83.11,75.83,75.45
genial-sweep-3783,,finished,-,,,2024-12-07T03:17:18.000Z,91,rdkgmyly,,,,,,superPARK,,0.0768026735035176,51,,29,,,,HistGradientBoosting,,,27,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520,,,pvalue,,,74.8,79.37,67.62,HistGradientBoosting,80.21,66.53,83.09,68.75,78.55
eager-sweep-12735,,finished,-,,,2024-12-07T13:11:18.000Z,32,rdkgmyly,,,,,,superPARK,,0.0274967673975326,68,,5,,,,HistGradientBoosting,,,39,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2538,,,pvalue,,,74.96,78.87,69.28,HistGradientBoosting,82.3,65.31,83.07,73.75,75.71
visionary-sweep-9697,,finished,-,,,2024-12-07T09:49:35.000Z,42,rdkgmyly,,,,,,superPARK,,0.0235972984092099,55,,5,,,,HistGradientBoosting,,,35,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,,,pvalue,,,75.28,79.14,69.67,HistGradientBoosting,82.58,65.68,83.05,74.17,75.97
lively-sweep-2679,,finished,-,,,2024-12-07T01:55:48.000Z,41,rdkgmyly,,,,,,superPARK,,0.0267167330686863,44,,5,,,,HistGradientBoosting,,,39,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5516,,,coeff,,,75.28,79.08,69.79,HistGradientBoosting,82.77,65.57,83.04,74.58,75.71
quiet-sweep-9161,,finished,-,,,2024-12-07T09:13:17.000Z,34,rdkgmyly,,,,,,superPARK,,0.0287746216961645,59,,5,,,,HistGradientBoosting,,,39,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685,,,pvalue,,,74.48,78.61,68.38,HistGradientBoosting,81.44,65.04,83.04,72.08,75.97
super-sweep-6499,,finished,-,,,2024-12-07T06:17:03.000Z,22,rdkgmyly,,,,,,superPARK,,0.0405840175456654,58,,5,,,,HistGradientBoosting,,,32,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6835,,,pvalue,,,76.08,80.0,70.24,HistGradientBoosting,82.64,67.05,83.04,73.75,77.52
amber-sweep-14134,,finished,-,,,2024-12-07T14:45:38.000Z,33,rdkgmyly,,,,,,superPARK,,0.0414611655259812,62,,6,,,,HistGradientBoosting,,,29,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3024,,,pvalue,,,75.12,79.31,68.8,HistGradientBoosting,81.47,66.15,83.04,71.67,77.26
noble-sweep-12564,,finished,-,,,2024-12-07T13:00:01.000Z,21,rdkgmyly,,,,,,superPARK,,0.0182398959128583,35,,5,,,,HistGradientBoosting,,,37,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7216,,,pvalue,,,75.76,79.57,70.2,HistGradientBoosting,82.91,66.3,83.04,74.58,76.49
vital-sweep-3596,,finished,-,,,2024-12-07T03:02:33.000Z,61,rdkgmyly,,,,,,superPARK,,0.0251614402881932,63,,9,,,,HistGradientBoosting,,,31,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5775,,,pvalue,,,74.96,78.98,69.03,HistGradientBoosting,81.94,65.54,83.03,72.92,76.23
grateful-sweep-2242,,finished,-,,,2024-12-07T01:23:13.000Z,55,rdkgmyly,,,,,,superPARK,,0.0198660235941104,87,,5,,,,HistGradientBoosting,,,36,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4911,,,pvalue,,,74.96,79.09,68.79,HistGradientBoosting,81.59,65.78,83.03,72.08,76.74
northern-sweep-10387,,finished,-,,,2024-12-07T10:35:16.000Z,48,rdkgmyly,,,,,,superPARK,,0.0199389953908344,32,,7,,,,HistGradientBoosting,,,32,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5510,,,pvalue,,,75.92,79.73,70.33,HistGradientBoosting,82.96,66.54,83.03,74.58,76.74
earthy-sweep-1877,,finished,-,,,2024-12-07T00:56:44.000Z,53,rdkgmyly,,,,,,superPARK,,0.0329097284203257,27,,16,,,,HistGradientBoosting,,,36,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7716,,,pvalue,,,75.92,79.89,69.98,HistGradientBoosting,82.42,66.92,83.02,73.33,77.52
playful-sweep-6146,,finished,-,,,2024-12-07T05:53:45.000Z,50,rdkgmyly,,,,,,superPARK,,0.0186579299407586,17,,7,,,,HistGradientBoosting,,,42,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3880,,,coeff,,,75.28,79.36,69.18,HistGradientBoosting,81.87,66.16,82.99,72.5,77.0
noble-sweep-13143,,finished,-,,,2024-12-07T13:38:15.000Z,33,rdkgmyly,,,,,,superPARK,,0.0265795902984573,88,,7,,,,HistGradientBoosting,,,30,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3669,,,pvalue,,,75.12,79.26,68.92,HistGradientBoosting,81.64,66.03,82.99,72.08,77.0
divine-sweep-6207,,finished,-,,,2024-12-07T05:57:52.000Z,52,rdkgmyly,,,,,,superPARK,,0.0114785239460743,18,,7,,,,HistGradientBoosting,,,32,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808,,,pvalue,,,75.6,79.52,69.82,HistGradientBoosting,82.5,66.29,82.97,73.75,76.74
stellar-sweep-12469,,finished,-,,,2024-12-07T12:53:50.000Z,30,rdkgmyly,,,,,,superPARK,,0.0127749716161967,57,,6,,,,HistGradientBoosting,,,38,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7225,,,pvalue,,,75.28,79.36,69.18,HistGradientBoosting,81.87,66.16,82.96,72.5,77.0
atomic-sweep-3447,,finished,-,,,2024-12-07T02:52:22.000Z,46,rdkgmyly,,,,,,superPARK,,0.0246550188534214,100,,8,,,,HistGradientBoosting,,,41,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5451,,,pvalue,,,75.12,79.09,69.29,HistGradientBoosting,82.17,65.67,82.95,73.33,76.23
brisk-sweep-4031,,finished,-,,,2024-12-07T03:35:59.000Z,44,rdkgmyly,,,,,,superPARK,,0.0317571246978133,48,,8,,,,HistGradientBoosting,,,29,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5860,,,pvalue,,,74.32,78.62,67.86,HistGradientBoosting,80.87,65.13,82.95,70.83,76.49
super-sweep-9327,,finished,-,,,2024-12-07T09:24:59.000Z,44,rdkgmyly,,,,,,superPARK,,0.0198788889642583,64,,7,,,,HistGradientBoosting,,,27,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2927,,,pvalue,,,75.28,79.36,69.18,HistGradientBoosting,81.87,66.16,82.95,72.5,77.0
olive-sweep-3831,,finished,-,,,2024-12-07T03:20:42.000Z,74,rdkgmyly,,,,,,superPARK,,0.0220965935670543,98,,17,,,,HistGradientBoosting,,,37,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7244,,,pvalue,,,75.44,79.3,69.8,HistGradientBoosting,82.63,65.93,82.95,74.17,76.23
sweet-sweep-7701,,finished,-,,,2024-12-07T07:37:31.000Z,36,rdkgmyly,,,,,,superPARK,,0.0234794203554816,12,,5,,,,HistGradientBoosting,,,25,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7172,,,pvalue,,,75.12,79.09,69.29,HistGradientBoosting,82.17,65.67,82.94,73.33,76.23
golden-sweep-11843,,finished,-,,,2024-12-07T12:12:34.000Z,37,rdkgmyly,,,,,,superPARK,,0.0234952781073532,74,,5,,,,HistGradientBoosting,,,41,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203,,,pvalue,,,75.12,79.26,68.92,HistGradientBoosting,81.64,66.03,82.94,72.08,77.0
snowy-sweep-14111,,finished,-,,,2024-12-07T14:43:44.000Z,62,rdkgmyly,,,,,,superPARK,,0.0281307267868177,67,,16,,,,HistGradientBoosting,,,32,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6818,,,pvalue,,,76.56,80.11,71.46,HistGradientBoosting,84.09,66.91,82.94,76.67,76.49
ancient-sweep-8059,,finished,-,,,2024-12-07T08:00:57.000Z,45,rdkgmyly,,,,,,superPARK,,0.0123182018675586,50,,9,,,,HistGradientBoosting,,,31,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3620,,,pvalue,,,74.32,78.5,68.12,HistGradientBoosting,81.22,64.91,82.93,71.67,75.97
leafy-sweep-10916,,finished,-,,,2024-12-07T11:11:22.000Z,46,rdkgmyly,,,,,,superPARK,,0.0230265498075546,73,,6,,,,HistGradientBoosting,,,37,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7565,,,pvalue,,,74.96,78.93,69.16,HistGradientBoosting,82.12,65.43,82.93,73.33,75.97
proud-sweep-7175,,finished,-,,,2024-12-07T07:02:53.000Z,34,rdkgmyly,,,,,,superPARK,,0.0254532293440951,27,,5,,,,HistGradientBoosting,,,35,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3799,,,pvalue,,,75.12,79.03,69.41,HistGradientBoosting,82.35,65.56,82.93,73.75,75.97
proud-sweep-1406,,finished,-,,,2024-12-07T00:22:54.000Z,41,rdkgmyly,,,,,,superPARK,,0.0160166786736163,74,,6,,,,HistGradientBoosting,,,26,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3321,,,pvalue,,,75.28,79.25,69.43,HistGradientBoosting,82.22,65.92,82.92,73.33,76.49
resilient-sweep-6422,,finished,-,,,2024-12-07T06:11:41.000Z,43,rdkgmyly,,,,,,superPARK,,0.0234534141535007,51,,7,,,,HistGradientBoosting,,,38,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,,,pvalue,,,74.96,78.81,69.4,HistGradientBoosting,82.49,65.2,82.91,74.17,75.45
legendary-sweep-5092,,finished,-,,,2024-12-07T04:45:32.000Z,34,rdkgmyly,,,,,,superPARK,,0.0327704165470062,31,,5,,,,HistGradientBoosting,,,21,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895,,,pvalue,,,75.12,79.03,69.41,HistGradientBoosting,82.35,65.56,82.91,73.75,75.97
